Employee_ID,Employee_Name,Gender,Date_of_Birth,Location,Department,Cost_Center,Job_Title,Grade,Employment_Type,Work_Mode,Hire_Date,Exit_Date,Employment_Status,Manager_ID,FTE,Education,Prior_Experience_Years,Recruitment_Source,Critical_Role
E00802,Employee 802,Female,1986-10-09,Pune,Finance,CC400,Finance Analyst,G1,Permanent,Remote,2020-12-10,,Active,E04046,1.0,M.Tech,7,Campus,No
E00803,Employee 803,Female,1982-03-27,Chennai,Operations,CC300,Operations Analyst,G4,Permanent,Hybrid,2024-11-22,,Active,,1.0,Master's,12,Job Portal,No
E00804,Employee 804,Male,1991-07-02,Gurugram,Sales,CC200,Key Account Manager,G5,Permanent,Hybrid,2017-05-31,2018-05-29,Exited,E02634,1.0,B.Tech,10,Campus,No
E00805,Employee 805,Male,1986-05-28,Gurugram,Customer Success,CC700,Customer Success Manager,G3,Intern,Hybrid,2025-07-19,,Active,E01494,0.5,B.Tech,2,Agency,No
E00806,Employee 806,Non-binary,1992-04-08,Bengaluru,Human Resources,CC500,Talent Acquisition Specialist,G4,Permanent,Onsite,2017-05-27,,Active,,1.0,PhD,11,Referral,No
E00807,Employee 807,Male,1995-07-22,Chennai,Sales,CC200,Account Manager,G2,Permanent,Onsite,2026-05-02,,Active,E00343,1.0,MBA,9,Referral,No
E00808,Employee 808,Male,1988-01-26,Bengaluru,Operations,CC300,Operations Analyst,G3,Permanent,Onsite,2022-09-26,,Active,E04004,1.0,Bachelor's,13,Referral,No
E00809,Employee 809,Male,1975-12-01,Noida,Operations,CC300,Operations Analyst,G4,Intern,Hybrid,2017-10-28,,Active,,1.0,Bachelor's,7,Company Website,No
E00810,Employee 810,Female,2001-02-14,Pune,Operations,CC300,Team Lead,G4,Permanent,Hybrid,2022-06-04,,Active,,1.0,Bachelor's,17,Referral,No
E00811,Employee 811,Male,1989-04-03,Pune,Customer Success,CC700,Customer Success Executive,G3,Contract,Hybrid,2023-01-29,,Active,E02101,0.5,PhD,3,Job Portal,No
E00812,Employee 812,Male,1990-02-24,Mumbai,Finance,CC400,Finance Analyst,G2,Permanent,Hybrid,2023-08-21,2026-07-02,Exited,E00459,1.0,PhD,5,LinkedIn,No
E00813,Employee 813,Male,1985-08-06,Noida,Operations,CC300,Operations Manager,G4,Permanent,Hybrid,2019-08-01,,Active,,1.0,B.Tech,6,Internal Mobility,No
E00814,Employee 814,Male,1991-03-30,Hyderabad,Supply Chain,CC800,Planner,G4,Permanent,Onsite,2025-05-08,,Active,,1.0,B.Tech,14,Internal Mobility,No
E00815,Employee 815,Male,1984-10-11,Bengaluru,Finance,CC400,Senior Finance Analyst,G3,Permanent,Hybrid,2017-01-09,,Active,E02293,1.0,B.Tech,6,Internal Mobility,No
E00816,Employee 816,Female,1982-03-28,Hyderabad,Sales,CC200,Account Manager,G2,Permanent,Hybrid,2017-04-15,,Active,E00595,1.0,B.Tech,5,Internal Mobility,No
E00817,Employee 817,Male,1995-06-14,Bengaluru,Operations,CC300,Operations Manager,G4,Contract,Hybrid,2019-09-10,,Active,,1.0,MBA,4,Job Portal,No
E00818,Employee 818,Male,1985-08-07,Pune,Technology,CC100,Data Analyst,G4,Permanent,Hybrid,2019-06-20,2023-11-03,Exited,E02661,1.0,B.Tech,16,Company Website,No
E00819,Employee 819,Male,1986-01-23,Noida,Human Resources,CC500,HR Business Partner,G1,Permanent,Remote,2017-04-16,,Active,E01794,1.0,MBA,2,Internal Mobility,Yes
E00820,Employee 820,Female,1980-04-01,Pune,Technology,CC100,Senior Software Engineer,G3,Permanent,Hybrid,2022-05-16,,Active,E01106,1.0,Master's,1,Internal Mobility,No
E00821,Employee 821,Male,1986-10-16,Chennai,Operations,CC300,Team Lead,G5,Permanent,Hybrid,2017-02-22,2020-11-03,Exited,E02211,1.0,Master's,3,Job Portal,No
E00822,Employee 822,Female,1990-01-05,Gurugram,Sales,CC200,Regional Sales Manager,G4,Permanent,Remote,2022-10-08,2026-07-30,Exited,E02399,1.0,PhD,13,Job Portal,Yes
E00823,Employee 823,Male,1996-09-04,Pune,Technology,CC100,Tech Lead,G1,Permanent,Hybrid,2022-11-26,,Active,E04467,1.0,B.Tech,9,Referral,Yes
E00824,Employee 824,Female,1983-11-29,Bengaluru,Supply Chain,CC800,Procurement Specialist,G2,Intern,Hybrid,2022-12-28,,Active,E00589,1.0,PhD,6,Agency,No
E00825,Employee 825,Female,2003-03-24,Mumbai,Finance,CC400,Finance Manager,G1,Permanent,Hybrid,2026-01-29,,Active,E00957,1.0,Bachelor's,18,Agency,No
E00826,Employee 826,Male,1979-11-10,Chennai,Technology,CC100,Software Engineer,G3,Permanent,Hybrid,2022-12-31,,Active,E00368,1.0,PhD,0,Campus,No
E00827,Employee 827,Female,1995-03-03,Chennai,Operations,CC300,Team Lead,G2,Permanent,Hybrid,2025-08-24,,Active,E04753,1.0,MBA,13,LinkedIn,Yes
E00828,Employee 828,Male,2001-02-05,Chennai,Customer Success,CC700,Support Analyst,G2,Permanent,Hybrid,2022-03-14,,Active,E04560,1.0,M.Tech,12,Agency,No
E00829,Employee 829,Female,1991-10-11,Hyderabad,Marketing,CC600,Digital Marketing Analyst,G2,Permanent,Remote,2022-06-15,,Active,E01806,1.0,M.Tech,11,Internal Mobility,Yes
E00830,Employee 830,Male,1999-02-17,Bengaluru,Marketing,CC600,Product Marketing Manager,G5,Permanent,Hybrid,2024-02-08,,Active,,1.0,B.Tech,5,Agency,No
E00831,Employee 831,Female,1995-01-08,Bengaluru,Technology,CC100,Senior Software Engineer,G3,Contract,Hybrid,2026-01-21,,Active,E01964,0.5,M.Tech,11,Job Portal,No
E00832,Employee 832,Male,1999-05-11,Bengaluru,Operations,CC300,Operations Manager,G2,Permanent,Onsite,2025-05-08,2026-03-10,Exited,E04968,1.0,PhD,3,Job Portal,No
E00833,Employee 833,Female,1995-07-12,Gurugram,Customer Success,CC700,Support Analyst,G5,Permanent,Hybrid,2018-11-03,,Active,,1.0,PhD,3,Agency,No
E00834,Employee 834,Male,1990-11-22,Mumbai,Operations,CC300,Operations Executive,G2,Permanent,Onsite,2024-05-02,,Active,E04195,1.0,M.Tech,17,LinkedIn,No
E00835,Employee 835,Male,1980-10-16,Noida,Supply Chain,CC800,Planner,G5,Permanent,Onsite,2022-03-28,,Active,,1.0,MBA,12,Internal Mobility,No
E00836,Employee 836,Female,1992-07-18,Bengaluru,Sales,CC200,Key Account Manager,G3,Permanent,Hybrid,2022-04-01,,Active,,1.0,B.Tech,4,LinkedIn,No
E00837,Employee 837,Male,1993-02-17,Bengaluru,Human Resources,CC500,HR Executive,G3,Permanent,Onsite,2023-10-20,,Active,E00585,1.0,B.Tech,5,Agency,No
E00838,Employee 838,Male,1993-06-27,Gurugram,Customer Success,CC700,Support Analyst,G6,Permanent,Remote,2018-01-11,,Active,,1.0,Master's,6,Company Website,Yes
E00839,Employee 839,Female,1977-05-13,Bengaluru,Customer Success,CC700,Support Analyst,G5,Intern,Remote,2017-06-29,2018-04-01,Exited,E02210,0.75,MBA,8,Agency,No
E00840,Employee 840,Male,1980-04-28,Hyderabad,Operations,CC300,Operations Analyst,G4,Permanent,Remote,2018-07-04,,Active,,1.0,Bachelor's,2,Company Website,No
E00841,Employee 841,Female,2002-04-21,Hyderabad,Human Resources,CC500,HR Business Partner,G2,Permanent,Hybrid,2023-12-09,,Active,E00381,1.0,Master's,13,Referral,No
E00842,Employee 842,Male,1998-06-19,Hyderabad,Supply Chain,CC800,Logistics Manager,G3,Permanent,Hybrid,2026-03-12,,Active,E03339,1.0,PhD,1,Internal Mobility,No
E00843,Employee 843,Male,1995-05-25,Hyderabad,Technology,CC100,Data Scientist,G3,Intern,Hybrid,2024-03-04,,Active,E01390,0.5,B.Tech,0,LinkedIn,No
E00844,Employee 844,Female,1981-12-12,Hyderabad,Marketing,CC600,Marketing Executive,G4,Permanent,Onsite,2023-02-17,,Active,,1.0,B.Tech,12,Agency,No
E00845,Employee 845,Male,1999-05-06,Bengaluru,Customer Success,CC700,Customer Success Manager,G4,Permanent,Hybrid,2021-11-05,,Active,,1.0,Bachelor's,5,Internal Mobility,Yes
E00846,Employee 846,Male,1990-11-26,Hyderabad,Finance,CC400,Finance Analyst,G4,Permanent,Hybrid,2020-03-29,,Active,,1.0,Bachelor's,15,LinkedIn,No
E00847,Employee 847,Male,1987-07-16,Hyderabad,Sales,CC200,Key Account Manager,G5,Permanent,Hybrid,2025-07-11,,Active,,1.0,Master's,9,Internal Mobility,No
E00848,Employee 848,Female,1997-04-06,Pune,Technology,CC100,Senior Software Engineer,G3,Permanent,Remote,2025-11-17,,Active,E04370,1.0,M.Tech,10,Company Website,No
E00849,Employee 849,Male,2002-04-10,Hyderabad,Customer Success,CC700,Customer Success Executive,G5,Permanent,Remote,2026-02-12,,Active,,1.0,B.Tech,15,Job Portal,No
E00850,Employee 850,Female,1992-04-16,Noida,Technology,CC100,Data Scientist,G3,Contract,Remote,2017-03-29,2022-05-11,Exited,E04420,1.0,PhD,18,Company Website,No
E00851,Employee 851,Female,1983-11-16,Hyderabad,Supply Chain,CC800,Logistics Manager,G3,Permanent,Onsite,2022-02-17,2024-12-01,Exited,E01586,1.0,M.Tech,15,Campus,No
E00852,Employee 852,Female,1986-02-02,Noida,Finance,CC400,Finance Manager,G4,Permanent,Remote,2025-11-15,,Active,,1.0,MBA,13,Internal Mobility,No
E00853,Employee 853,Female,1987-11-04,Bengaluru,Finance,CC400,Finance Manager,G4,Permanent,Hybrid,2025-04-13,,Active,,1.0,PhD,0,Job Portal,No
E00854,Employee 854,Male,1978-05-28,Noida,Sales,CC200,Sales Executive,G3,Permanent,Onsite,2022-04-05,,Active,E00990,1.0,PhD,7,Job Portal,No
E00855,Employee 855,Female,1993-02-21,Hyderabad,Finance,CC400,Senior Finance Analyst,G3,Permanent,Hybrid,2023-04-12,2024-06-04,Exited,E02111,1.0,MBA,11,Agency,No
E00856,Employee 856,Female,1990-03-23,Chennai,Human Resources,CC500,HR Manager,G2,Permanent,Hybrid,2017-09-12,2026-04-29,Exited,E03887,1.0,M.Tech,14,Referral,No
E00857,Employee 857,Female,1974-09-22,Pune,Supply Chain,CC800,Logistics Manager,G1,Permanent,Onsite,2017-05-30,,Active,E01304,1.0,Bachelor's,3,Company Website,Yes
E00858,Employee 858,Female,1998-08-23,Hyderabad,Operations,CC300,Operations Manager,G4,Permanent,Remote,2021-08-08,,Active,,1.0,Bachelor's,4,LinkedIn,No
E00859,Employee 859,Male,1988-01-11,Noida,Marketing,CC600,Digital Marketing Analyst,G3,Intern,Remote,2019-02-06,,Active,E03159,0.5,PhD,0,Job Portal,No
E00860,Employee 860,Male,1984-12-08,Noida,Marketing,CC600,Brand Manager,G1,Permanent,Hybrid,2024-09-09,2025-12-18,Exited,E01497,1.0,MBA,11,LinkedIn,No
E00861,Employee 861,Male,1987-07-27,Bengaluru,Operations,CC300,Operations Manager,G2,Permanent,Hybrid,2026-05-27,,Active,E00596,1.0,Bachelor's,10,Referral,No
E00862,Employee 862,Female,1973-02-17,Noida,Operations,CC300,Operations Executive,G3,Permanent,Onsite,2017-01-03,,Active,E00580,1.0,PhD,10,Campus,No
E00863,Employee 863,Female,1994-07-28,Gurugram,Technology,CC100,Software Engineer,G3,Permanent,Hybrid,2018-08-25,,Active,E00525,1.0,Master's,15,Agency,No
E00864,Employee 864,Male,1982-10-09,Pune,Supply Chain,CC800,Planner,G3,Permanent,Hybrid,2024-03-30,,Active,E00505,1.0,Bachelor's,4,Job Portal,No
E00865,Employee 865,Male,1998-12-01,Chennai,Finance,CC400,Senior Finance Analyst,G3,Permanent,Hybrid,2019-12-01,2022-09-07,Exited,E03288,1.0,B.Tech,14,LinkedIn,Yes
E00866,Employee 866,Male,1999-11-05,Gurugram,Finance,CC400,Finance Analyst,G1,Permanent,Hybrid,2025-06-20,,Active,E02632,1.0,Bachelor's,1,Campus,No
E00867,Employee 867,Male,1982-09-09,Hyderabad,Finance,CC400,Finance Analyst,G3,Permanent,Remote,2022-06-06,,Active,E00616,1.0,Master's,8,Job Portal,No
E00868,Employee 868,Female,1988-07-16,Bengaluru,Sales,CC200,Regional Sales Manager,G3,Permanent,Hybrid,2024-08-16,,Active,E01499,1.0,B.Tech,5,Campus,No
E00869,Employee 869,Female,1990-11-30,Mumbai,Technology,CC100,Data Scientist,G6,Permanent,Hybrid,2017-04-21,2018-10-19,Exited,,1.0,Master's,5,Company Website,No
E00870,Employee 870,Female,1996-07-05,Mumbai,Supply Chain,CC800,Logistics Manager,G1,Permanent,Onsite,2025-08-10,,Active,E03868,1.0,M.Tech,9,Campus,No
E00871,Employee 871,Male,1990-02-01,Mumbai,Supply Chain,CC800,Planner,G5,Permanent,Onsite,2023-05-21,,Active,,1.0,MBA,10,Agency,No
E00872,Employee 872,Female,1996-11-11,Noida,Customer Success,CC700,Support Analyst,G5,Permanent,Hybrid,2018-01-20,,Active,,1.0,Bachelor's,13,Job Portal,No
E00873,Employee 873,Female,1997-03-01,Hyderabad,Human Resources,CC500,HR Business Partner,G3,Permanent,Hybrid,2025-08-07,,Active,E00358,1.0,B.Tech,14,Referral,No
E00874,Employee 874,Female,1992-08-03,Pune,Sales,CC200,Key Account Manager,G3,Permanent,Hybrid,2018-08-31,2023-03-16,Exited,E03673,1.0,B.Tech,15,Job Portal,Yes
E00875,Employee 875,Female,1981-11-24,Noida,Marketing,CC600,Digital Marketing Analyst,G2,Permanent,Onsite,2020-06-24,,Active,,1.0,M.Tech,14,Campus,Yes
E00876,Employee 876,Male,1996-12-19,Hyderabad,Sales,CC200,Account Manager,G4,Permanent,Onsite,2024-03-22,,Active,,1.0,MBA,4,Company Website,No
E00877,Employee 877,Male,1989-08-11,Pune,Supply Chain,CC800,Planner,G2,Permanent,Hybrid,2019-09-04,,Active,E00180,1.0,Master's,7,Job Portal,No
E00878,Employee 878,Female,1982-10-28,Hyderabad,Human Resources,CC500,HR Manager,G2,Contract,Hybrid,2021-08-25,,Active,E03193,1.0,Bachelor's,12,Job Portal,No
E00879,Employee 879,Female,1986-09-23,Bengaluru,Operations,CC300,Team Lead,G3,Permanent,Hybrid,2024-05-13,,Active,,1.0,PhD,10,LinkedIn,No
E00880,Employee 880,Female,1977-01-20,Pune,Operations,CC300,Operations Analyst,G2,Contract,Hybrid,2019-02-12,,Active,E02964,1.0,Master's,0,Campus,Yes
E00881,Employee 881,Male,2002-05-11,Bengaluru,Human Resources,CC500,HR Manager,G1,Permanent,Onsite,2024-01-03,,Active,E00607,1.0,Bachelor's,3,Internal Mobility,No
E00882,Employee 882,Male,1994-06-17,Gurugram,Customer Success,CC700,Support Analyst,G5,Permanent,Hybrid,2020-04-11,,Active,,1.0,B.Tech,14,Internal Mobility,No
E00883,Employee 883,Male,1981-05-16,Hyderabad,Sales,CC200,Sales Executive,G4,Permanent,Onsite,2025-10-11,,Active,,1.0,MBA,5,Agency,No
E00884,Employee 884,Female,1994-06-15,Pune,Sales,CC200,Sales Analyst,G3,Permanent,Onsite,2017-06-10,,Active,E00766,1.0,PhD,12,Campus,No
E00885,Employee 885,Female,1991-09-02,Gurugram,Technology,CC100,Data Scientist,G1,Permanent,Remote,2022-03-06,,Active,E04519,1.0,Bachelor's,13,Company Website,No
E00886,Employee 886,Female,1999-08-05,Bengaluru,Marketing,CC600,Product Marketing Manager,G1,Permanent,Onsite,2025-05-16,,Active,E02405,1.0,M.Tech,5,Internal Mobility,No
E00887,Employee 887,Female,1991-04-09,Bengaluru,Human Resources,CC500,HR Manager,G2,Contract,Hybrid,2025-04-22,,Active,E02406,0.75,Master's,5,Campus,No
E00888,Employee 888,Male,1982-07-25,Bengaluru,Marketing,CC600,Marketing Executive,G2,Permanent,Hybrid,2025-11-28,,Active,E04750,1.0,B.Tech,4,Company Website,Yes
E00889,Employee 889,Male,1991-07-12,Pune,Marketing,CC600,Digital Marketing Analyst,G4,Permanent,Onsite,2019-03-17,2022-08-31,Exited,E01948,1.0,M.Tech,13,Company Website,Yes
E00890,Employee 890,Female,1983-01-29,Noida,Human Resources,CC500,Talent Acquisition Specialist,G3,Permanent,Remote,2022-01-11,,Active,E03585,1.0,Bachelor's,15,Company Website,No
E00891,Employee 891,Male,1981-04-19,Pune,Technology,CC100,Tech Lead,G4,Permanent,Hybrid,2020-05-01,,Active,,1.0,MBA,1,Internal Mobility,No
E00892,Employee 892,Male,1992-08-28,Hyderabad,Marketing,CC600,Marketing Executive,G1,Permanent,Remote,2022-07-22,,Active,,1.0,Master's,13,LinkedIn,No
E00893,Employee 893,Male,2000-12-26,Bengaluru,Technology,CC100,Software Engineer,G2,Permanent,Onsite,2026-02-07,,Active,E03815,1.0,B.Tech,11,Internal Mobility,No
E00894,Employee 894,Female,1982-08-31,Gurugram,Finance,CC400,Finance Manager,G1,Permanent,Remote,2025-05-03,,Active,E01739,1.0,B.Tech,15,Agency,No
E00895,Employee 895,Male,1980-09-23,Gurugram,Technology,CC100,Engineering Manager,G3,Permanent,Onsite,2020-06-17,,Active,E03744,1.0,B.Tech,0,Referral,Yes
E00896,Employee 896,Female,1985-02-18,Mumbai,Sales,CC200,Sales Analyst,G1,Permanent,Hybrid,2026-02-27,,Active,E04533,1.0,M.Tech,10,LinkedIn,No
E00897,Employee 897,Male,1999-11-22,Gurugram,Human Resources,CC500,Talent Acquisition Specialist,G3,Contract,Onsite,2024-03-03,,Active,E02348,1.0,M.Tech,4,Campus,Yes
E00898,Employee 898,Male,1998-11-28,Mumbai,Customer Success,CC700,Support Analyst,G4,Permanent,Hybrid,2024-05-26,,Active,,1.0,PhD,11,Job Portal,No
E00899,Employee 899,Male,1997-08-01,Gurugram,Operations,CC300,Operations Manager,G5,Permanent,Hybrid,2021-02-01,2025-04-18,Exited,,1.0,M.Tech,8,Campus,No
E00900,Employee 900,Female,1997-03-25,Chennai,Customer Success,CC700,Customer Success Executive,G3,Permanent,Hybrid,2019-02-27,,Active,,1.0,PhD,0,Internal Mobility,No
E00901,Employee 901,Female,1981-06-23,Pune,Supply Chain,CC800,Procurement Specialist,G1,Permanent,Onsite,2017-10-14,2026-02-18,Exited,E00656,1.0,B.Tech,17,Referral,No
E00902,Employee 902,Male,1984-06-16,Hyderabad,Finance,CC400,Senior Finance Analyst,G1,Contract,Hybrid,2017-07-26,,Active,E03989,1.0,M.Tech,4,Campus,Yes
E00903,Employee 903,Female,1988-03-27,Bengaluru,Customer Success,CC700,Customer Success Executive,G4,Permanent,Hybrid,2023-05-13,2024-10-26,Exited,E03557,1.0,Master's,9,Agency,No
E00904,Employee 904,Female,1986-08-01,Mumbai,Human Resources,CC500,Talent Acquisition Specialist,G4,Permanent,Hybrid,2021-09-25,,Active,,1.0,Bachelor's,1,Referral,No
E00905,Employee 905,Male,1980-05-06,Hyderabad,Technology,CC100,Tech Lead,G5,Permanent,Hybrid,2019-10-10,,Active,,1.0,M.Tech,6,Agency,No
E00906,Employee 906,Female,2002-03-09,Bengaluru,Operations,CC300,Team Lead,G3,Contract,Onsite,2024-10-18,,Active,E03930,1.0,Master's,9,Company Website,No
E00907,Employee 907,Female,1978-12-14,Hyderabad,Sales,CC200,Sales Analyst,G4,Permanent,Onsite,2020-08-01,,Active,,1.0,M.Tech,10,Agency,Yes
E00908,Employee 908,Male,1995-03-25,Bengaluru,Technology,CC100,Tech Lead,G3,Permanent,Hybrid,2019-01-28,2019-09-22,Exited,E00178,1.0,Master's,16,Job Portal,No
E00909,Employee 909,Female,1980-01-14,Bengaluru,Sales,CC200,Account Manager,G4,Contract,Hybrid,2024-04-30,,Active,,0.75,MBA,4,Campus,No
E00910,Employee 910,Male,1979-03-29,Bengaluru,Human Resources,CC500,HR Executive,G4,Permanent,Remote,2019-07-12,,Active,,1.0,M.Tech,6,Job Portal,No
E00911,Employee 911,Male,1985-04-29,Hyderabad,Sales,CC200,Key Account Manager,G4,Contract,Hybrid,2023-11-30,,Active,,0.5,MBA,4,Company Website,No
E00912,Employee 912,Female,1984-04-21,Pune,Finance,CC400,Finance Manager,G4,Permanent,Hybrid,2018-02-04,,Active,,1.0,Bachelor's,11,Company Website,No
E00913,Employee 913,Female,1992-11-03,Noida,Operations,CC300,Operations Executive,G3,Permanent,Onsite,2019-04-15,,Active,E03437,1.0,MBA,18,Campus,No
E00914,Employee 914,Female,1985-09-06,Bengaluru,Sales,CC200,Sales Analyst,G3,Permanent,Hybrid,2022-01-26,,Active,E01589,1.0,Master's,18,Agency,Yes
E00915,Employee 915,Female,1981-11-27,Chennai,Human Resources,CC500,Talent Acquisition Specialist,G3,Intern,Onsite,2018-07-06,,Active,E04189,1.0,MBA,7,Referral,No
E00916,Employee 916,Female,1980-04-22,Pune,Technology,CC100,Engineering Manager,G1,Permanent,Hybrid,2024-03-12,,Active,E04966,1.0,B.Tech,13,Agency,No
E00917,Employee 917,Male,1989-04-18,Bengaluru,Operations,CC300,Team Lead,G4,Permanent,Remote,2021-07-06,,Active,,1.0,Bachelor's,2,Company Website,No
E00918,Employee 918,Male,1986-05-25,Bengaluru,Finance,CC400,Senior Finance Analyst,G3,Permanent,Hybrid,2017-07-20,2021-11-19,Exited,E01608,1.0,M.Tech,15,Internal Mobility,Yes
E00919,Employee 919,Male,1993-12-11,Hyderabad,Operations,CC300,Operations Executive,G3,Permanent,Remote,2022-07-18,,Active,E02071,1.0,B.Tech,11,Referral,No
E00920,Employee 920,Male,1979-05-24,Gurugram,Operations,CC300,Operations Analyst,G2,Permanent,Hybrid,2020-02-07,,Active,E04477,1.0,PhD,13,Job Portal,No
E00921,Employee 921,Female,1986-09-05,Bengaluru,Supply Chain,CC800,Planner,G3,Permanent,Hybrid,2023-12-03,,Active,E00146,1.0,Bachelor's,3,Campus,No
E00922,Employee 922,Female,1988-05-29,Chennai,Marketing,CC600,Marketing Executive,G5,Permanent,Hybrid,2020-02-05,,Active,,1.0,PhD,17,Company Website,No
E00923,Employee 923,Female,1988-03-13,Hyderabad,Sales,CC200,Key Account Manager,G2,Permanent,Hybrid,2019-11-27,,Active,,1.0,PhD,9,Company Website,Yes
E00924,Employee 924,Male,1995-02-12,Noida,Marketing,CC600,Digital Marketing Analyst,G4,Permanent,Onsite,2025-10-10,,Active,,1.0,Master's,6,Job Portal,No
E00925,Employee 925,Female,2002-02-11,Bengaluru,Customer Success,CC700,Customer Success Manager,G4,Permanent,Onsite,2025-06-10,,Active,,1.0,Master's,6,Referral,No
E00926,Employee 926,Male,1990-12-12,Noida,Supply Chain,CC800,Logistics Manager,G2,Permanent,Onsite,2019-01-13,,Active,E03485,1.0,MBA,12,Campus,No
E00927,Employee 927,Male,1983-12-31,Hyderabad,Human Resources,CC500,HR Executive,G2,Permanent,Onsite,2020-06-26,,Active,E04732,1.0,PhD,14,LinkedIn,No
E00928,Employee 928,Female,1978-01-28,Gurugram,Operations,CC300,Operations Analyst,G3,Permanent,Onsite,2022-08-25,,Active,E00268,1.0,M.Tech,12,Campus,No
E00929,Employee 929,Female,1983-01-07,Pune,Human Resources,CC500,HR Business Partner,G2,Permanent,Onsite,2026-05-22,,Active,E01157,1.0,PhD,12,LinkedIn,No
E00930,Employee 930,Female,1997-03-24,Noida,Customer Success,CC700,Support Analyst,G1,Contract,Remote,2019-07-23,,Active,E00871,0.75,Master's,3,Job Portal,No
E00931,Employee 931,Male,1994-01-12,Chennai,Operations,CC300,Operations Executive,G3,Permanent,Hybrid,2025-02-14,,Active,E03546,1.0,Bachelor's,10,Job Portal,No
E00932,Employee 932,Female,1980-03-31,Bengaluru,Sales,CC200,Sales Executive,G6,Permanent,Onsite,2023-12-31,,Active,,1.0,Bachelor's,0,LinkedIn,No
E00933,Employee 933,Male,1986-11-13,Bengaluru,Finance,CC400,Finance Analyst,G5,Permanent,Onsite,2018-05-15,,Active,,1.0,Master's,18,Referral,No
E00934,Employee 934,Male,1988-11-13,Pune,Finance,CC400,Senior Finance Analyst,G1,Permanent,Hybrid,2018-12-14,,Active,E04732,1.0,Master's,14,Campus,No
E00935,Employee 935,Female,1983-03-29,Mumbai,Operations,CC300,Team Lead,G2,Permanent,Remote,2018-01-21,,Active,E04856,1.0,B.Tech,16,Company Website,No
E00936,Employee 936,Female,1990-06-11,Hyderabad,Supply Chain,CC800,Logistics Manager,G3,Permanent,Onsite,2023-04-30,,Active,E03692,1.0,MBA,11,Referral,No
E00937,Employee 937,Male,1989-07-11,Chennai,Supply Chain,CC800,Planner,G4,Contract,Hybrid,2025-06-06,,Active,,1.0,Bachelor's,12,Campus,No
E00938,Employee 938,Female,1987-09-02,Chennai,Technology,CC100,Engineering Manager,G3,Permanent,Onsite,2023-10-08,,Active,E02931,1.0,B.Tech,18,Company Website,Yes
E00939,Employee 939,Male,1995-06-18,Noida,Customer Success,CC700,Customer Success Manager,G3,Permanent,Onsite,2022-08-16,,Active,E00689,1.0,PhD,4,Internal Mobility,No
E00940,Employee 940,Male,1980-12-10,Mumbai,Sales,CC200,Sales Analyst,G3,Permanent,Hybrid,2025-05-12,,Active,E04357,1.0,PhD,18,Campus,Yes
E00941,Employee 941,Female,1984-01-29,Hyderabad,Finance,CC400,Finance Manager,G1,Permanent,Hybrid,2019-11-21,,Active,E03746,1.0,Master's,12,Referral,No
E00942,Employee 942,Female,1986-08-24,Hyderabad,Customer Success,CC700,Customer Success Executive,G2,Permanent,Hybrid,2017-12-19,,Active,,1.0,M.Tech,12,Company Website,Yes
E00943,Employee 943,Male,1998-11-25,Pune,Human Resources,CC500,L&D Specialist,G5,Permanent,Hybrid,2025-09-29,,Active,,1.0,MBA,15,Internal Mobility,No
E00944,Employee 944,Female,1998-01-14,Chennai,Customer Success,CC700,Support Analyst,G3,Permanent,Hybrid,2024-09-09,,Active,E02418,1.0,Master's,6,Agency,No
E00945,Employee 945,Female,1997-11-01,Hyderabad,Customer Success,CC700,Support Analyst,G2,Permanent,Onsite,2023-03-10,,Active,E02832,1.0,M.Tech,3,Internal Mobility,No
E00946,Employee 946,Non-binary,2003-05-17,Hyderabad,Customer Success,CC700,Customer Success Manager,G5,Permanent,Hybrid,2026-05-13,,Active,,1.0,PhD,4,Campus,No
E00947,Employee 947,Female,1987-02-14,Hyderabad,Customer Success,CC700,Support Analyst,G2,Permanent,Remote,2024-10-06,,Active,E02436,1.0,Bachelor's,8,Agency,No
E00948,Employee 948,Male,1979-05-04,Mumbai,Operations,CC300,Operations Executive,G3,Permanent,Hybrid,2021-01-20,,Active,E00479,1.0,MBA,15,LinkedIn,No
E00949,Employee 949,Female,1986-08-03,Pune,Human Resources,CC500,HR Business Partner,G5,Permanent,Onsite,2020-09-05,,Active,,1.0,Bachelor's,11,LinkedIn,No
E00950,Employee 950,Male,1983-06-28,Pune,Supply Chain,CC800,Supply Chain Analyst,G2,Permanent,Onsite,2018-06-11,,Active,E03301,1.0,M.Tech,5,Job Portal,No
E00951,Employee 951,Male,1980-08-15,Bengaluru,Operations,CC300,Operations Executive,G3,Contract,Remote,2017-09-19,,Active,E04959,0.5,Master's,16,Referral,Yes
E00952,Employee 952,Female,1980-02-27,Hyderabad,Human Resources,CC500,L&D Specialist,G4,Permanent,Hybrid,2017-11-22,,Active,,1.0,M.Tech,6,Referral,No
E00953,Employee 953,Male,1995-07-27,Noida,Supply Chain,CC800,Procurement Specialist,G2,Permanent,Remote,2024-10-15,,Active,E04714,1.0,Bachelor's,13,Agency,No
E00954,Employee 954,Non-binary,1987-12-01,Mumbai,Supply Chain,CC800,Procurement Specialist,G2,Contract,Onsite,2020-07-14,,Active,E03172,0.75,B.Tech,8,Internal Mobility,No
E00955,Employee 955,Male,1979-09-28,Bengaluru,Marketing,CC600,Marketing Executive,G3,Permanent,Hybrid,2019-04-27,,Active,E04085,1.0,B.Tech,2,Job Portal,No
