Date,Month,SKU,Product,Category,Region,Customer,Supplier ID,Supplier,Demand,Forecast,Opening Inventory,Closing Inventory,Safety Stock,Lead Time (Days),Order Qty,Delivered Qty,Requested Date,Delivery Date,OTIF,Stockout,Unit Cost (INR),Selling Price (INR),Inventory Value (INR)
2026-04-18,Apr-2026,SKU-103,Precision Gearbox 1,Critical Components,Central,Central Industrial Works,SUP-C,Crest Global,149,130,120,89,41,28,158,158,2026-04-28,2026-04-28,Yes,Yes,44153.16,64014.61,3929631.19
2026-05-01,May-2026,SKU-132,Coolant Module 2,Consumables,West,Western Manufacturing,SUP-F,Fusion Tech,263,278,620,573,139,21,261,261,2026-05-11,2026-05-11,Yes,No,4203.31,6254.74,2408495.02
2026-08-01,Aug-2026,SKU-101,Servo Controller 1,Critical Components,Central,Central Industrial Works,SUP-C,Crest Global,105,84,86,64,26,28,116,113,2026-08-12,2026-08-12,No,Yes,26005.92,39123.96,1664378.6
2026-07-16,Jul-2026,SKU-127,Lubrication Kit 1,Consumables,East,Eastern Process Tech,SUP-D,Delta Engineering,150,149,309,275,74,22,170,170,2026-07-25,2026-07-25,Yes,No,1939.17,2779.9,533271.31
2026-08-12,Aug-2026,SKU-114,Valve Kit 2,Standard Components,West,Western Manufacturing,SUP-H,Horizon Parts,152,153,254,224,42,19,154,154,2026-08-22,2026-08-22,Yes,No,8567.91,11334.51,1919212.59
2026-05-01,May-2026,SKU-110,Bearing Assembly 2,Standard Components,West,Western Manufacturing,SUP-C,Crest Global,183,203,283,248,56,32,205,205,2026-05-12,2026-05-12,Yes,No,4388.26,6292.61,1088287.92
2026-02-11,Feb-2026,SKU-130,Seal Pack 2,Consumables,Central,Central Industrial Works,SUP-D,Delta Engineering,290,317,687,634,158,19,313,313,2026-02-20,2026-02-20,Yes,No,2665.56,3630.97,1689966.06
2026-03-31,Mar-2026,SKU-104,Precision Gearbox 2,Critical Components,South,TechFab Systems,SUP-A,Alpha Components,99,70,82,60,22,13,114,114,2026-04-09,2026-04-09,Yes,Yes,41199.96,63302.12,2471997.76
2026-03-02,Mar-2026,SKU-108,Power Module 2,Critical Components,North,Apex Engineering,SUP-D,Delta Engineering,123,122,171,144,39,23,138,138,2026-03-10,2026-03-22,No,No,30608.55,40251.39,4407630.72
2026-06-06,Jun-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,West,Western Manufacturing,SUP-C,Crest Global,39,38,60,52,14,24,44,44,2026-06-12,2026-06-12,Yes,No,175280.38,238594.18,9114579.68
2026-01-10,Jan-2026,SKU-112,Drive Belt 2,Standard Components,Central,Central Industrial Works,SUP-C,Crest Global,133,104,119,95,29,20,123,123,2026-01-18,2026-01-18,Yes,Yes,2699.99,3497.4,256499.47
2026-05-13,May-2026,SKU-111,Drive Belt 1,Standard Components,West,Western Manufacturing,SUP-B,Bharat Industrial,155,183,271,245,51,13,179,179,2026-05-25,2026-05-25,Yes,No,12019.12,16717.2,2944684.16
2026-06-23,Jun-2026,SKU-131,Coolant Module 1,Consumables,North,Apex Engineering,SUP-C,Crest Global,318,333,688,632,166,30,309,309,2026-07-04,2026-07-04,Yes,No,3802.05,5849.83,2402894.74
2026-08-17,Aug-2026,SKU-129,Seal Pack 1,Consumables,Central,Vindhya Engineering,SUP-E,Everest Components,238,242,530,482,121,15,245,245,2026-08-22,2026-08-22,Yes,No,4538.06,6385.05,2187347.16
2026-07-26,Jul-2026,SKU-123,Smart Drive 1,Premium Equipment,South,Deccan Industries,SUP-H,Horizon Parts,58,56,63,50,21,16,66,66,2026-08-02,2026-08-02,Yes,No,56949.05,74796.64,2847452.5
2026-06-05,Jun-2026,SKU-108,Power Module 2,Critical Components,North,Horizon Machines,SUP-A,Alpha Components,88,90,98,76,28,20,110,110,2026-06-12,2026-06-24,No,No,30721.44,38298.48,2334829.29
2026-03-02,Mar-2026,SKU-103,Precision Gearbox 1,Critical Components,East,Orion Industries,SUP-C,Crest Global,111,84,114,92,26,21,117,111,2026-03-09,2026-03-09,No,No,49909.39,64175.35,4591663.96
2026-02-08,Feb-2026,SKU-127,Lubrication Kit 1,Consumables,East,Orion Industries,SUP-E,Everest Components,290,336,687,642,168,14,304,304,2026-02-19,2026-02-19,Yes,No,4020.27,5379.1,2581011.68
2026-04-05,Apr-2026,SKU-128,Lubrication Kit 2,Consumables,East,Prime Industrial,SUP-H,Horizon Parts,307,339,705,654,169,21,305,305,2026-04-14,2026-04-14,Yes,No,5029.59,7593.05,3289350.78
2026-01-18,Jan-2026,SKU-126,Filter Cartridge 2,Consumables,North,Apex Engineering,SUP-H,Horizon Parts,262,222,466,413,111,18,269,269,2026-01-24,2026-01-24,Yes,No,2357.15,2923.06,973501.18
2026-07-13,Jul-2026,SKU-104,Precision Gearbox 2,Critical Components,West,Gujarat Process Systems,SUP-D,Delta Engineering,120,101,90,67,32,23,119,119,2026-07-22,2026-07-22,Yes,Yes,62016.97,77034.8,4155136.78
2026-02-13,Feb-2026,SKU-108,Power Module 2,Critical Components,East,Bengal Engineering,SUP-C,Crest Global,73,65,71,57,20,26,70,70,2026-02-25,2026-03-01,No,Yes,57560.88,86547.02,3280970.03
2026-06-11,Jun-2026,SKU-108,Power Module 2,Critical Components,South,Deccan Industries,SUP-B,Bharat Industrial,129,92,126,96,29,20,153,153,2026-06-23,2026-06-23,Yes,Yes,49374.17,66610.32,4739920.31
2026-07-02,Jul-2026,SKU-107,Power Module 1,Critical Components,East,Prime Industrial,SUP-B,Bharat Industrial,107,97,120,101,31,14,99,99,2026-07-14,2026-07-14,Yes,No,60631.75,79511.16,6123806.39
2026-02-14,Feb-2026,SKU-123,Smart Drive 1,Premium Equipment,East,Bengal Engineering,SUP-F,Fusion Tech,71,65,97,83,24,19,70,70,2026-02-24,2026-02-24,Yes,No,153120.12,233469.5,12708969.74
2026-01-22,Jan-2026,SKU-131,Coolant Module 1,Consumables,South,Kaveri Engineering,SUP-C,Crest Global,131,124,235,211,62,27,129,122,2026-02-01,2026-02-01,No,No,4244.52,5502.87,895594.62
2026-06-24,Jun-2026,SKU-107,Power Module 1,Critical Components,East,Prime Industrial,SUP-C,Crest Global,116,121,111,92,38,31,112,100,2026-07-05,2026-07-12,No,Yes,61351.66,90032.25,5644352.95
2026-04-28,Apr-2026,SKU-124,Smart Drive 2,Premium Equipment,East,Eastern Process Tech,SUP-C,Crest Global,52,60,132,119,22,20,77,77,2026-05-07,2026-05-07,Yes,No,147769.24,206051.6,17584539.36
2026-07-26,Jul-2026,SKU-113,Valve Kit 1,Standard Components,North,Apex Engineering,SUP-B,Bharat Industrial,170,205,281,257,57,24,194,178,2026-08-07,2026-08-07,No,No,12017.12,18229.0,3088400.1
2026-08-11,Aug-2026,SKU-109,Bearing Assembly 1,Standard Components,West,Metro Automation,SUP-G,Global Motion,97,80,109,85,22,17,120,120,2026-08-17,2026-08-17,Yes,No,8716.19,11467.59,740875.92
2026-08-05,Aug-2026,SKU-117,CNC Control Unit 1,Premium Equipment,South,TechFab Systems,SUP-B,Bharat Industrial,56,53,104,92,20,17,61,61,2026-08-14,2026-08-14,Yes,No,68859.31,104854.76,6335056.42
2026-03-13,Mar-2026,SKU-102,Servo Controller 2,Critical Components,North,NorthStar Automation,SUP-C,Crest Global,101,103,128,110,32,32,94,94,2026-03-19,2026-03-29,No,No,60503.22,93401.76,6655354.38
2026-04-21,Apr-2026,SKU-106,Industrial Sensor 2,Critical Components,Central,Narmada Systems,SUP-H,Horizon Parts,121,107,119,93,34,21,133,133,2026-04-30,2026-05-04,No,Yes,19007.83,26540.28,1767728.5
2026-08-13,Aug-2026,SKU-125,Filter Cartridge 1,Consumables,West,Western Manufacturing,SUP-H,Horizon Parts,280,320,652,606,160,16,297,297,2026-08-19,2026-08-19,Yes,No,1710.13,2332.71,1036341.48
2026-01-19,Jan-2026,SKU-116,Connector Set 2,Standard Components,North,Apex Engineering,SUP-D,Delta Engineering,115,126,156,140,35,22,105,95,2026-01-24,2026-01-24,No,No,4576.82,6573.32,640755.5
2026-03-08,Mar-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,North,NorthStar Automation,SUP-H,Horizon Parts,51,43,87,73,16,26,72,72,2026-03-18,2026-03-22,No,No,100866.7,151981.96,7363269.42
2026-03-08,Mar-2026,SKU-118,CNC Control Unit 2,Premium Equipment,South,Deccan Industries,SUP-A,Alpha Components,53,58,81,73,22,19,48,48,2026-03-15,2026-03-15,Yes,No,124120.71,181119.49,9060811.69
2026-07-25,Jul-2026,SKU-110,Bearing Assembly 2,Standard Components,North,Delhi Industrial Systems,SUP-H,Horizon Parts,129,115,179,152,32,21,136,136,2026-08-05,2026-08-05,Yes,No,3186.78,3907.69,484390.63
2026-04-12,Apr-2026,SKU-125,Filter Cartridge 1,Consumables,South,Southern Automation,SUP-D,Delta Engineering,194,233,481,457,116,15,186,186,2026-04-22,2026-05-02,No,No,2033.9,2986.98,929494.07
2026-03-01,Mar-2026,SKU-102,Servo Controller 2,Critical Components,South,Kaveri Engineering,SUP-G,Global Motion,132,80,48,17,25,19,157,157,2026-03-10,2026-03-19,No,Yes,39784.62,50671.33,676338.53
2026-04-12,Apr-2026,SKU-130,Seal Pack 2,Consumables,West,Gujarat Process Systems,SUP-C,Crest Global,278,285,583,534,142,26,283,259,2026-04-23,2026-04-23,No,No,3869.25,5705.65,2066177.48
2026-01-08,Jan-2026,SKU-108,Power Module 2,Critical Components,South,TechFab Systems,SUP-G,Global Motion,126,96,102,80,30,19,118,110,2026-01-16,2026-01-16,No,Yes,45239.81,69424.41,3619184.41
2026-04-27,Apr-2026,SKU-112,Drive Belt 2,Standard Components,South,TechFab Systems,SUP-E,Everest Components,189,180,248,212,50,15,182,182,2026-05-02,2026-05-02,Yes,No,7563.55,9796.5,1603473.05
2026-07-06,Jul-2026,SKU-117,CNC Control Unit 1,Premium Equipment,Central,Central Industrial Works,SUP-F,Fusion Tech,50,49,83,69,18,21,72,72,2026-07-12,2026-07-12,Yes,No,157836.62,225994.06,10890726.64
2026-08-17,Aug-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,North,Horizon Machines,SUP-F,Fusion Tech,43,47,52,47,17,22,34,34,2026-08-22,2026-08-22,Yes,No,68279.01,90355.32,3209113.61
2026-07-07,Jul-2026,SKU-123,Smart Drive 1,Premium Equipment,Central,Narmada Systems,SUP-A,Alpha Components,50,47,42,34,17,16,44,43,2026-07-18,2026-07-18,No,Yes,154775.69,222495.52,5262373.58
2026-05-18,May-2026,SKU-129,Seal Pack 1,Consumables,South,Southern Automation,SUP-E,Everest Components,274,280,535,482,140,19,278,278,2026-05-24,2026-05-24,Yes,No,1174.54,1650.18,566129.89
2026-01-24,Jan-2026,SKU-124,Smart Drive 2,Premium Equipment,West,Gujarat Process Systems,SUP-H,Horizon Parts,59,54,30,14,20,22,83,83,2026-02-04,2026-02-04,Yes,Yes,154481.99,194481.73,2162747.91
2026-04-19,Apr-2026,SKU-127,Lubrication Kit 1,Consumables,East,Bengal Engineering,SUP-H,Horizon Parts,189,175,342,307,87,22,179,179,2026-04-30,2026-04-30,Yes,No,1394.07,1716.44,427979.6
2026-04-25,Apr-2026,SKU-102,Servo Controller 2,Critical Components,West,Western Manufacturing,SUP-B,Bharat Industrial,158,106,101,67,33,20,173,173,2026-05-03,2026-05-03,Yes,Yes,23594.39,33586.33,1580824.35
2026-07-08,Jul-2026,SKU-103,Precision Gearbox 1,Critical Components,North,Horizon Machines,SUP-H,Horizon Parts,137,106,91,65,33,21,135,130,2026-07-14,2026-07-14,No,Yes,18365.84,24348.4,1193779.34
2026-02-19,Feb-2026,SKU-118,CNC Control Unit 2,Premium Equipment,Central,Central Industrial Works,SUP-D,Delta Engineering,56,61,76,62,23,14,78,78,2026-03-02,2026-03-02,Yes,No,174189.21,266834.77,10799730.93
2026-08-18,Aug-2026,SKU-114,Valve Kit 2,Standard Components,South,TechFab Systems,SUP-F,Fusion Tech,169,178,264,230,49,22,187,187,2026-08-25,2026-08-25,Yes,No,13871.26,19973.55,3190390.74
2026-02-10,Feb-2026,SKU-107,Power Module 1,Critical Components,North,Delhi Industrial Systems,SUP-A,Alpha Components,168,117,115,82,37,11,189,166,2026-02-18,2026-02-18,No,Yes,62550.35,85679.61,5129128.65
2026-08-28,Aug-2026,SKU-108,Power Module 2,Critical Components,West,Western Manufacturing,SUP-C,Crest Global,81,72,29,14,23,33,78,76,2026-09-05,2026-09-11,No,Yes,25366.18,36572.62,355126.49
2026-01-23,Jan-2026,SKU-121,Vision Inspection Unit 1,Premium Equipment,Central,Central Industrial Works,SUP-G,Global Motion,72,79,119,102,30,17,97,97,2026-01-28,2026-02-08,No,No,102026.13,147142.57,10406665.48
2026-03-13,Mar-2026,SKU-131,Coolant Module 1,Consumables,North,Delhi Industrial Systems,SUP-H,Horizon Parts,238,275,541,508,137,25,228,228,2026-03-25,2026-03-25,Yes,No,2036.45,2740.03,1034515.04
2026-06-03,Jun-2026,SKU-116,Connector Set 2,Standard Components,East,Prime Industrial,SUP-C,Crest Global,217,182,238,194,50,30,238,220,2026-06-13,2026-06-13,No,No,5017.7,7386.55,973434.01
2026-04-22,Apr-2026,SKU-129,Seal Pack 1,Consumables,South,Kaveri Engineering,SUP-B,Bharat Industrial,298,401,825,797,200,16,313,313,2026-05-04,2026-05-04,Yes,No,936.12,1224.84,746090.81
2026-03-01,Mar-2026,SKU-127,Lubrication Kit 1,Consumables,North,Horizon Machines,SUP-E,Everest Components,220,213,426,384,106,21,213,213,2026-03-09,2026-03-09,Yes,No,3490.78,4450.59,1340458.28
2026-02-26,Feb-2026,SKU-108,Power Module 2,Critical Components,Central,CoreTech Manufacturing,SUP-B,Bharat Industrial,63,49,54,40,15,20,74,71,2026-03-04,2026-03-04,No,Yes,42376.5,59190.68,1695060.12
2026-08-13,Aug-2026,SKU-115,Connector Set 1,Standard Components,South,Southern Automation,SUP-F,Fusion Tech,135,144,158,136,40,20,127,127,2026-08-19,2026-08-19,Yes,No,2986.28,4265.64,406134.0
2026-06-30,Jun-2026,SKU-116,Connector Set 2,Standard Components,North,Apex Engineering,SUP-G,Global Motion,150,142,186,158,39,19,144,144,2026-07-11,2026-07-11,Yes,No,8729.53,12344.46,1379265.18
2026-04-15,Apr-2026,SKU-113,Valve Kit 1,Standard Components,West,Vertex Engineering,SUP-F,Fusion Tech,126,137,216,195,38,19,122,122,2026-04-27,2026-04-27,Yes,No,5055.91,6642.75,985902.26
2026-07-03,Jul-2026,SKU-116,Connector Set 2,Standard Components,South,Kaveri Engineering,SUP-G,Global Motion,216,202,266,225,56,18,207,207,2026-07-11,2026-07-11,Yes,No,3752.91,5358.67,844404.12
2026-01-26,Jan-2026,SKU-107,Power Module 1,Critical Components,East,Bengal Engineering,SUP-G,Global Motion,97,83,109,86,26,21,117,117,2026-02-03,2026-02-03,Yes,No,41190.63,50748.85,3542394.51
2026-06-30,Jun-2026,SKU-127,Lubrication Kit 1,Consumables,Central,CoreTech Manufacturing,SUP-D,Delta Engineering,223,193,399,354,96,17,228,228,2026-07-12,2026-07-12,Yes,No,1293.71,1876.85,457972.0
2026-04-11,Apr-2026,SKU-109,Bearing Assembly 1,Standard Components,West,Gujarat Process Systems,SUP-B,Bharat Industrial,197,218,310,275,61,18,214,214,2026-04-23,2026-04-23,Yes,No,7308.69,11318.21,2009890.97
2026-07-08,Jul-2026,SKU-118,CNC Control Unit 2,Premium Equipment,East,Orion Industries,SUP-C,Crest Global,63,70,132,119,26,28,76,76,2026-07-17,2026-07-17,Yes,No,148345.53,226403.13,17653118.08
2026-02-16,Feb-2026,SKU-131,Coolant Module 1,Consumables,North,NorthStar Automation,SUP-C,Crest Global,249,277,578,540,138,31,251,237,2026-02-26,2026-02-26,No,No,3790.81,5729.83,2047039.87
2026-04-03,Apr-2026,SKU-101,Servo Controller 1,Critical Components,Central,CoreTech Manufacturing,SUP-C,Crest Global,144,115,103,73,36,26,159,150,2026-04-11,2026-04-11,No,Yes,25163.82,31549.56,1836959.21
2026-07-28,Jul-2026,SKU-125,Filter Cartridge 1,Consumables,South,TechFab Systems,SUP-H,Horizon Parts,209,227,489,454,113,18,208,208,2026-08-09,2026-08-09,Yes,No,3205.01,4375.16,1455076.69
2026-06-24,Jun-2026,SKU-131,Coolant Module 1,Consumables,South,Deccan Industries,SUP-D,Delta Engineering,179,185,402,367,92,17,188,188,2026-07-04,2026-07-04,Yes,No,5243.8,7839.96,1924475.59
2026-07-06,Jul-2026,SKU-110,Bearing Assembly 2,Standard Components,West,Metro Automation,SUP-H,Horizon Parts,149,136,223,191,38,22,161,161,2026-07-16,2026-07-16,Yes,No,6478.9,9777.81,1237470.46
2026-08-28,Aug-2026,SKU-113,Valve Kit 1,Standard Components,South,Southern Automation,SUP-A,Alpha Components,155,171,268,240,47,17,166,166,2026-09-07,2026-09-07,Yes,No,2649.44,3793.34,635864.83
2026-04-16,Apr-2026,SKU-103,Precision Gearbox 1,Critical Components,Central,CoreTech Manufacturing,SUP-C,Crest Global,152,138,153,121,44,31,172,164,2026-04-28,2026-04-28,No,No,53246.99,71454.6,6442886.02
2026-06-10,Jun-2026,SKU-110,Bearing Assembly 2,Standard Components,West,Gujarat Process Systems,SUP-C,Crest Global,224,249,370,335,69,29,217,217,2026-06-19,2026-06-23,No,No,10980.72,16656.54,3678540.12
2026-08-22,Aug-2026,SKU-111,Drive Belt 1,Standard Components,Central,CoreTech Manufacturing,SUP-A,Alpha Components,178,170,217,183,47,18,172,172,2026-08-29,2026-08-29,Yes,No,7599.09,10538.44,1390632.92
2026-02-18,Feb-2026,SKU-101,Servo Controller 1,Critical Components,South,TechFab Systems,SUP-B,Bharat Industrial,74,66,94,81,21,23,69,69,2026-02-24,2026-02-24,Yes,No,22061.63,28148.01,1786992.01
2026-01-07,Jan-2026,SKU-114,Valve Kit 2,Standard Components,East,Prime Industrial,SUP-B,Bharat Industrial,222,177,280,236,49,16,224,224,2026-01-14,2026-01-14,Yes,No,5801.38,7870.24,1369125.77
2026-08-06,Aug-2026,SKU-113,Valve Kit 1,Standard Components,South,Southern Automation,SUP-C,Crest Global,176,173,250,213,48,25,188,188,2026-08-16,2026-08-25,No,No,9756.8,14590.9,2078199.18
2026-04-13,Apr-2026,SKU-110,Bearing Assembly 2,Standard Components,East,Bengal Engineering,SUP-G,Global Motion,142,167,224,200,46,19,164,164,2026-04-22,2026-04-22,Yes,No,5469.46,6880.84,1093891.85
2026-06-22,Jun-2026,SKU-112,Drive Belt 2,Standard Components,East,Prime Industrial,SUP-F,Fusion Tech,139,150,211,187,42,20,135,135,2026-06-27,2026-06-27,Yes,No,6371.73,8526.27,1191512.8
2026-02-15,Feb-2026,SKU-130,Seal Pack 2,Consumables,East,Eastern Process Tech,SUP-H,Horizon Parts,258,246,506,452,123,15,273,273,2026-02-23,2026-02-23,Yes,No,2210.81,3405.43,999288.15
2026-08-17,Aug-2026,SKU-115,Connector Set 1,Standard Components,West,Western Manufacturing,SUP-G,Global Motion,121,126,167,144,35,15,121,121,2026-08-26,2026-08-26,Yes,No,13342.73,19588.61,1921353.53
2026-02-07,Feb-2026,SKU-122,Vision Inspection Unit 2,Premium Equipment,West,Western Manufacturing,SUP-B,Bharat Industrial,51,60,69,62,22,19,51,51,2026-02-14,2026-02-14,Yes,No,78074.21,106497.99,4840600.84
2026-07-09,Jul-2026,SKU-116,Connector Set 2,Standard Components,North,Horizon Machines,SUP-A,Alpha Components,125,126,185,156,35,13,145,145,2026-07-21,2026-07-21,Yes,No,3601.99,4553.14,561909.8
2026-07-21,Jul-2026,SKU-121,Vision Inspection Unit 1,Premium Equipment,Central,Narmada Systems,SUP-G,Global Motion,41,40,14,8,15,15,32,32,2026-07-28,2026-07-28,Yes,Yes,157904.77,231813.02,1263238.14
2026-08-27,Aug-2026,SKU-105,Industrial Sensor 1,Critical Components,West,Gujarat Process Systems,SUP-C,Crest Global,118,104,121,98,33,29,119,119,2026-09-05,2026-09-05,Yes,No,49737.83,63626.66,4874307.13
2026-04-16,Apr-2026,SKU-107,Power Module 1,Critical Components,East,Eastern Process Tech,SUP-C,Crest Global,118,82,107,84,26,22,118,118,2026-04-27,2026-04-28,No,Yes,40848.55,53919.07,3431278.29
2026-03-12,Mar-2026,SKU-108,Power Module 2,Critical Components,East,Prime Industrial,SUP-C,Crest Global,129,88,49,24,28,31,126,125,2026-03-23,2026-03-25,No,Yes,25068.2,32217.96,601636.78
2026-08-01,Aug-2026,SKU-130,Seal Pack 2,Consumables,South,Kaveri Engineering,SUP-E,Everest Components,301,343,721,673,171,16,314,314,2026-08-11,2026-08-11,Yes,No,2178.23,2957.23,1465946.45
2026-04-29,Apr-2026,SKU-121,Vision Inspection Unit 1,Premium Equipment,South,Deccan Industries,SUP-B,Bharat Industrial,58,59,74,64,22,17,53,53,2026-05-06,2026-05-06,Yes,No,89337.03,129303.5,5717569.87
2026-03-08,Mar-2026,SKU-130,Seal Pack 2,Consumables,North,Horizon Machines,SUP-F,Fusion Tech,308,344,685,633,172,21,322,322,2026-03-14,2026-03-14,Yes,No,1664.47,2440.84,1053611.19
2026-07-08,Jul-2026,SKU-106,Industrial Sensor 2,Critical Components,West,Metro Automation,SUP-H,Horizon Parts,117,84,88,63,26,22,141,128,2026-07-13,2026-07-13,No,Yes,40227.16,59409.16,2534311.38
2026-03-16,Mar-2026,SKU-103,Precision Gearbox 1,Critical Components,East,Bengal Engineering,SUP-E,Everest Components,119,115,124,101,36,20,117,117,2026-03-28,2026-03-28,Yes,No,63867.19,84759.48,6450586.01
2026-01-21,Jan-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,West,Metro Automation,SUP-G,Global Motion,50,45,98,90,17,13,40,40,2026-01-31,2026-01-31,Yes,No,147821.39,214377.88,13303925.51
2026-06-26,Jun-2026,SKU-125,Filter Cartridge 1,Consumables,South,Deccan Industries,SUP-B,Bharat Industrial,180,174,376,336,87,16,203,203,2026-07-05,2026-07-05,Yes,No,3549.2,5061.19,1192532.33
2026-05-29,May-2026,SKU-128,Lubrication Kit 2,Consumables,South,Deccan Industries,SUP-E,Everest Components,181,186,434,400,93,17,179,179,2026-06-04,2026-06-04,Yes,No,1639.53,2086.31,655810.18
2026-07-23,Jul-2026,SKU-126,Filter Cartridge 2,Consumables,East,Orion Industries,SUP-D,Delta Engineering,153,177,387,366,88,18,149,149,2026-08-02,2026-08-02,Yes,No,4357.09,5727.28,1594695.84
2026-08-29,Aug-2026,SKU-129,Seal Pack 1,Consumables,North,Delhi Industrial Systems,SUP-G,Global Motion,183,223,486,464,111,19,179,179,2026-09-09,2026-09-16,No,No,3665.62,5080.95,1700846.98
2026-01-25,Jan-2026,SKU-127,Lubrication Kit 1,Consumables,Central,CoreTech Manufacturing,SUP-D,Delta Engineering,265,324,634,602,162,17,256,256,2026-02-05,2026-02-05,Yes,No,2534.6,3823.79,1525830.59
2026-02-18,Feb-2026,SKU-131,Coolant Module 1,Consumables,Central,Vindhya Engineering,SUP-F,Fusion Tech,251,279,589,544,139,24,270,270,2026-03-02,2026-03-05,No,No,3638.83,4837.16,1979524.58
2026-08-28,Aug-2026,SKU-111,Drive Belt 1,Standard Components,South,Deccan Industries,SUP-A,Alpha Components,143,117,179,147,32,12,163,163,2026-09-03,2026-09-03,Yes,No,12658.61,17979.05,1860815.07
2026-05-21,May-2026,SKU-102,Servo Controller 2,Critical Components,South,Deccan Industries,SUP-C,Crest Global,82,80,66,47,25,27,104,97,2026-05-27,2026-05-27,No,Yes,57812.31,84305.27,2717178.48
2026-04-08,Apr-2026,SKU-127,Lubrication Kit 1,Consumables,West,Gujarat Process Systems,SUP-D,Delta Engineering,255,255,550,501,127,23,249,249,2026-04-20,2026-04-20,Yes,No,2354.11,3221.89,1179407.96
2026-03-12,Mar-2026,SKU-118,CNC Control Unit 2,Premium Equipment,East,Bengal Engineering,SUP-C,Crest Global,58,57,68,55,21,29,66,66,2026-03-19,2026-03-19,Yes,No,139159.84,206751.94,7653791.16
2026-02-06,Feb-2026,SKU-110,Bearing Assembly 2,Standard Components,East,Prime Industrial,SUP-E,Everest Components,165,161,246,215,45,17,155,155,2026-02-17,2026-02-17,Yes,No,13682.64,18955.4,2941767.19
2026-05-18,May-2026,SKU-124,Smart Drive 2,Premium Equipment,South,Kaveri Engineering,SUP-C,Crest Global,69,62,96,84,23,24,63,63,2026-05-27,2026-05-27,Yes,No,146095.23,187731.04,12271999.11
2026-05-12,May-2026,SKU-130,Seal Pack 2,Consumables,East,Eastern Process Tech,SUP-D,Delta Engineering,237,228,483,434,114,24,248,248,2026-05-21,2026-05-21,Yes,No,5361.05,6639.51,2326697.84
2026-05-30,May-2026,SKU-116,Connector Set 2,Standard Components,South,Southern Automation,SUP-D,Delta Engineering,177,210,349,324,58,23,184,184,2026-06-05,2026-06-05,Yes,No,13050.87,17225.99,4228481.43
2026-02-27,Feb-2026,SKU-115,Connector Set 1,Standard Components,South,Kaveri Engineering,SUP-H,Horizon Parts,235,268,394,360,75,23,229,229,2026-03-05,2026-03-05,Yes,No,3648.57,4812.42,1313486.26
2026-01-07,Jan-2026,SKU-128,Lubrication Kit 2,Consumables,Central,Central Industrial Works,SUP-H,Horizon Parts,228,228,452,408,114,19,247,224,2026-01-18,2026-01-18,No,No,3216.74,4934.4,1312430.37
2026-03-22,Mar-2026,SKU-117,CNC Control Unit 1,Premium Equipment,Central,Vindhya Engineering,SUP-F,Fusion Tech,59,67,122,112,25,19,60,60,2026-04-01,2026-04-10,No,No,63194.93,83450.9,7077832.65
2026-08-29,Aug-2026,SKU-129,Seal Pack 1,Consumables,South,Southern Automation,SUP-D,Delta Engineering,212,186,412,368,93,20,222,222,2026-09-10,2026-09-10,Yes,No,1526.61,1941.25,561792.1
2026-07-20,Jul-2026,SKU-126,Filter Cartridge 2,Consumables,West,Gujarat Process Systems,SUP-C,Crest Global,185,223,471,447,111,23,201,183,2026-07-29,2026-07-29,No,No,2368.49,3166.2,1058716.9
2026-07-14,Jul-2026,SKU-121,Vision Inspection Unit 1,Premium Equipment,South,Kaveri Engineering,SUP-G,Global Motion,53,52,76,63,19,19,69,69,2026-07-21,2026-07-26,No,No,81076.13,106800.21,5107796.21
2026-04-10,Apr-2026,SKU-102,Servo Controller 2,Critical Components,South,Kaveri Engineering,SUP-C,Crest Global,108,89,117,94,28,27,115,115,2026-04-18,2026-04-18,Yes,No,51973.91,79645.53,4885547.54
2026-07-23,Jul-2026,SKU-125,Filter Cartridge 1,Consumables,West,Metro Automation,SUP-D,Delta Engineering,198,245,520,494,122,19,209,209,2026-08-02,2026-08-02,Yes,No,1147.75,1770.36,566987.1
2026-07-11,Jul-2026,SKU-127,Lubrication Kit 1,Consumables,West,Gujarat Process Systems,SUP-E,Everest Components,160,161,343,307,80,14,184,184,2026-07-20,2026-07-20,Yes,No,4418.56,6660.27,1356497.2
2026-07-03,Jul-2026,SKU-121,Vision Inspection Unit 1,Premium Equipment,Central,CoreTech Manufacturing,SUP-H,Horizon Parts,54,49,87,74,18,17,67,67,2026-07-12,2026-07-12,Yes,No,69898.8,94418.02,5172511.54
2026-05-09,May-2026,SKU-104,Precision Gearbox 2,Critical Components,West,Western Manufacturing,SUP-G,Global Motion,116,99,107,82,31,18,138,126,2026-05-21,2026-05-21,No,Yes,33686.37,47303.61,2762282.4
2026-02-02,Feb-2026,SKU-111,Drive Belt 1,Standard Components,West,Western Manufacturing,SUP-H,Horizon Parts,84,63,55,35,17,18,101,101,2026-02-14,2026-02-14,Yes,Yes,10997.77,15768.46,384921.98
2026-04-01,Apr-2026,SKU-130,Seal Pack 2,Consumables,East,Prime Industrial,SUP-A,Alpha Components,213,242,493,462,121,13,203,203,2026-04-12,2026-04-12,Yes,No,3302.11,4740.82,1525575.79
